"id","name","parent_id","parent_name","last_updated_by","last_updated_date","dimension_id","metric_id","target_level","duration","source","description"
"3150","Build support in Incident analytics for multiple international languages","NULL","NULL","NULL","2023-04-11","3336","1053","L3","NULL","SME","NULL"
"3151","Domain/enterprise specific keyword/dictionary for incident grouping","NULL","NULL","NULL","2023-04-11","3336","1053","L2","NULL","SME","NULL"
"3152","Implement Central repository for change management","NULL","NULL","NULL","2023-04-11","3337","1054","L2","NULL","SME","NULL"
"3153","Implement ALM tools for managing end to end change traceability and reporting","NULL","NULL","NULL","2023-04-11","3337","1054","L3","NULL","SME","NULL"
"3154","Develop a ML model to propose similar changes, predict associated effort and impact Develop a ML model to identify recurring changes of similar nature and generate a problem ticket to eliminate/ automate the same","NULL","NULL","NULL","2023-04-11","3337","1054","L4","NULL","SME","NULL"
"3155","Implement test automation framework","NULL","NULL","NULL","2023-04-11","3337","1055","L1","NULL","SME","NULL"
"3159","Enhance test automation framework for full coverage","NULL","NULL","NULL","2023-04-11","3337","1055","L5","NULL","SME","NULL"
"3160","Implement workload modelling tools","NULL","NULL","NULL","2023-04-11","3337","1056","L1","NULL","SME","NULL"
"3161","Enhance the tool for Test data Generation","NULL","NULL","NULL","2023-04-11","3337","1056","L2","NULL","SME","NULL"
"3162","Enhance the tool for Test Execution","NULL","NULL","NULL","2023-04-11","3337","1056","L3","NULL","SME","NULL"
"3163","Integrate with CI/CD pipeline","NULL","NULL","NULL","2023-04-11","3337","1056","L4","NULL","SME","NULL"
"3164","Automate the deployment through scripts","NULL","NULL","NULL","2023-04-11","3337","1057","L1","NULL","SME","NULL"
"3165","Implement CD pipeline","NULL","NULL","NULL","2023-04-11","3337","1057","L2","NULL","SME","NULL"
"3166","Implement CD pipeline for production","NULL","NULL","NULL","2023-04-11","3337","1057","L3","NULL","SME","NULL"
"3167","Implement CD pipeline for production with rollback feature","NULL","NULL","NULL","2023-04-11","3337","1057","L4","NULL","SME","NULL"
"3168","Implement CI/CD pipeline","NULL","NULL","NULL","2023-04-11","3337","1057","L5","NULL","SME","NULL"
"3169","Define, standardize processes for change management","NULL","NULL","NULL","2023-04-11","3337","1057","L2","NULL","SME","NULL"
"3170","Review impact analysis, establish gating criteria for change approvals","NULL","NULL","NULL","2023-04-11","3337","1057","L3","NULL","SME","NULL"
"3171","Centralized tool driven change management processes","NULL","NULL","NULL","2023-04-11","3337","1058","L3","NULL","SME","NULL"
"3172","Business priority driven change management","NULL","NULL","NULL","2023-04-11","3337","1059","L5","NULL","SME","NULL"
"3173","Capture event data through heterogeneous tools","NULL","NULL","NULL","2023-04-11","3340","1071","L2","NULL","SME","NULL"
"3174","Enable teams to analyze the event data from various sources","NULL","NULL","NULL","2023-04-11","3340","1071","L2","NULL","SME","NULL"
"3175","Centralized, unified event management tool","NULL","NULL","NULL","2023-04-11","3340","1071","L3","NULL","SME","NULL"
"3176","Real time dashboard of SLA, SLOs based on the event data","NULL","NULL","NULL","2023-04-11","3340","1071","L3","NULL","SME","NULL"
"3177","Correlate events across sources using AI/ML","NULL","NULL","NULL","2023-04-11","3340","1071","L4","NULL","SME","NULL"
"3178","Dashboards to predict event causality","NULL","NULL","NULL","2023-04-11","3340","1071","L4","NULL","SME","NULL"
"3179","Predict event anomalies","NULL","NULL","NULL","2023-04-11","3340","1071","L4","NULL","SME","NULL"
"3180","Self-heal the business disruptions based on the event data","NULL","NULL","NULL","2023-04-11","3340","1071","L5","NULL","SME","NULL"
"3181","Analytical models driven event data insights","NULL","NULL","NULL","2023-04-11","3340","1071","L4","NULL","SME","NULL"
"3182","Discuss with client and Infosys Delivery Managers to get the governance structure ready quickly","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3183","Please take it on priority to build a more granular and layered structure for reporting and communication/escalation internally and externally as well","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3184","Good, you have a structure of governance, please see if you can detail it for each role and responsibility and hence reach a higher maturity","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3185","Kindly see that the client is onboarded on stakeholder mapping for better managed AMS services","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3186","You are already doing good, ensure to review the structure every 6-12 months to adjust to scope change if any","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3187","Governance meetings should be regular and atleast once a month","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3188","See if you can break the governance meeting at two levels, one at operational level and other for quarterly checkpoint involving senior stakeholders from client and Infosys","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3189","Now is the time to becoming more structured with documenting identified actions and action taken. Ensure to touch upon on all scope items","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3190","Are you ensuring timely update on action taken and consolidated view in monthly and QBR meetings","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3191","Good to see you here. Ensure that the meeting happen everytime and all stakeholders are updated on meeting findings","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3192","There has to be formal mechanism on both side (client and infosys) to better manage potential and actual escalation","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3193","There has to be formal mechanism on both side (client and infosys) to better manage potential and actual escalation","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3194","Please ensure that escalation mechanism is practiced as well and it should never be informal and tap on the shoulder type of escalation.","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3195","Are we tracking and reporting each escalation and its closure in weekly, monthly and quarterly reviews with relevant stakeholders","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3196","Well done. Hope that escalation is not a way of life but rather a exception to the rule, else bring this into QBR","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3197","Staffing change is always going to be challenged by client. Make it formal and announce asap when you get to know.","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3198","Ensure the client is informed in advance. Be honest on attrition, performance and other HR issues. First level of interview should be done by Infosys team lead before presenting to client.","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3199","Staff transition is way of life. Be ready to own the cost of transition and review in monthly meetings for performance of new onboarding to formally document the satisfaction.","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3200","Plan it better, escalate internally on delays and skill unavailability","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3201","Knowing what business users and stakeholders perceive about the services is a bare minimum.","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3202","Feedback collection should be structured and with a set frequency","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3203","Annual once a high level feedback may not suffice operational need. See if you can make it 6 monthly","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3204","Have you closed all points in last ELF, make it a point to ensure better or same performance as last time without any open point.","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3205","You are better than others. Close the open points and report back in next monthly or quarterly meetinh","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3206","Getting the pulse from the ground is best way to understand our importance in their work","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3207","Escalation alone may not work, we should collect feedback before it reaches the point of escalation.","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3208","Expand the feedback collection to a bigger set of users","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3209","This is good progress, where is the action taken.","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3210","Wonderful, hope we are updating back to stakeholders on actions taken and improvement coming out of the actions. Is it better than last time?","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3211","We only improve what we can measure. Find KPIs which will matter to client. SLA compliance alone will not suffice.","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3212","Ok, how many KPIs are defined. Are we improving month after month.","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3213","Great start. How are we tracking, are we reporting in our monthly/quartely reviews","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3214","Can we get this KPI measured directly from any system/tools, can we automate.","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3215","This is the time to restart the process and identify next set of KPIs.","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3216","If we have defined SLA, we should report them as well, irrespective of penalty mechanism in place or not. Unless the SLA does not apply.","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3217","We need to be proactive and report on regular basis.","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3218","Is monthly tracking sufficient, is it not too late for course correction.","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3219","Weekly is better, but we need to develop a early alert mechanism to get timely information when a particular SLA is breaching or breached","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3220","Great, hope the early alerts are working and reducing the breach month after month. Or atleast avoiding formal escalations.","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3221","Great, how are we doing on this. Are able to analyze the deviation, is client OK with justification. Is business more satisfied","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3222","How are doing as compared to industry baseline","NULL","NULL","NULL","2023-05-03","3350","NULL","L4","NULL","SME","NULL"
"3223","This is the time to restart the process and identify next set of Metrics.","NULL","NULL","NULL","2023-05-03","3350","NULL","L5","NULL","SME","NULL"
"3224","Audits internal and external both are required to validate our service maturity","NULL","NULL","NULL","2023-05-03","3350","NULL","L1","NULL","SME","NULL"
"3225","Hope audits are happening on fixed interval and we are closing the finding in time and not keeping open till next audit.","NULL","NULL","NULL","2023-05-03","3350","NULL","L2","NULL","SME","NULL"
"3226","Do you have any open audit point as of now. Which lever of service maturity are we failing here.","NULL","NULL","NULL","2023-05-03","3350","NULL","L3","NULL","SME","NULL"
"3227","Be clear on each scope item and RACI for each element under scope.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3228","Be clear on each scope item and RACI for each element under scope.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3229","Can we initiate a discussion to move from client managed to infosys managed for one or more scope items.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3230","We need to gradually give confidence to client on our capability to manage more and more of scope independently.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3231","How are we positioned on service improvement, cost efficiency and agility. Now is the time to think about it.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3232","Success of support depends on how effectively the new service/application has brought into the scope. Rework the strategy","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3233","Each service/project handover should be planned well in advance. Support team should be onboarded before the hypercare starts","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3234","Coming just during the knowledge transition make it very transactional, get involved early in project stage to have a better say in support process design.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3235","Discuss with client and Infosys Delivery Managers to get a buyin for having a more formal service introduction process.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3236","Process in place is half the battle won. Other half is to adhere to it every time. No adhoc transition.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3237","Guidelines for service standard has to be clear. We need to be sure about what is expected under which scope of work.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3238","If know what is expected for incidents, request, changes and problem management. How good are we in meeting them. Bare minimum does not work.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3239","Seriously? Can we take a step ahead and create SOPs and instructions for team to follow in each scope item.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3240","How far are we from industry standard, are we compliant to ITIL or equivalent.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3241","Publish your learning and make other accounts learn from you.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3242","When do one shoe fit all, unless the scope is very limited for us.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3243","Good start, we can atleast decide on what can be focus of automation and what for elimination. But each sub class still need to be known for better productivity measurement and KPI monitoring.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3244","Knowing L1/L2/L3 is good, hope someway this also help in impact/severity analysis of ticket; that is where the most escalation originate from.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3245","Great, this along with formal root cause analysis will help us in improving further.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3246","Incident is what breaks the system or process. This should be treated as exception and not a business users' desire or training need.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3247","Progress is made now define the KPI, SLAs etc which can be measured and improved upon","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3248","SLA compliances alone will not satisfy client. Incident management should be improved holistically","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3249","Ok, how many KPIs are defined. Are we improving month after month.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3250","Great, now we can find some more KPIs which can be improved upon.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3251","Tickets are not only for tracking the effort but a documentation of what was expected and how it was resolved.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3252","Hope we are ensuring that description of probem and resolution carry sufficient details for better analysis during actual resolution as well as post processing.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3253","Can we ensure that problem and solution category can help us to achieve automation where possible and better analysis for service improvement.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3254","yes, this can help in finding the major items where team is spending more time to resolve and potential use case for improvments","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3255","Is it helping in better problem analysis and finding pattern to apply elimination , enablment or automation initiatives.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3256","SLAs are must whether they have penalty mechanism or not. This is a measure of our work.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3257","Move asap and try to baseline in next quarter.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3258","Are we tracking and reporting, are we improving quarter after quarter. Is client happy with situation","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3259","This is time to move automated tracking and alerting for each breach of SLA","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3260","Once we have taken care of base SLA, we should focus on other KPIs","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3261","\"We did our work but the third party got it delayed\";  does it help the business","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3262","If OLAs are defined and measured why not enforce it even if there is no commercial penalty.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3263","Are we able to monitor and baseline across applications and vendors. Is it improving turn around time.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3264","Does having separate OLA with each third party help business. Can we not have an overlaying end to end SLA","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3265","Great, this is something very few can achive. Kudos","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3266","Problem management is the Key to bring in more improvemet , be is Elimination, Automation, Self Service or Enabling business.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3267","We need to move toward more structured and formal process. Generally 5% of incident may require some kind of problem management process.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3268","This is good if PM is formalized in SOP, do we have dedicated Roles for this even if that is owned by any of exisiting stream lead or incident manager.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3269","The major issue in PM is: How to identify the problem, and which one to focus first. Some of the tools like PMA may help.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3270","Great. Keep repeating advance analysis once every month if possible or a minimum for each quarter gone by.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3271","Adhocism generate more work in future, good for time and material engagement but not good when we want a continuity of business with client.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3272","All changes should be governed by formal process for better tracking and authorization by approval boards.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3273","All changes should be governed by formal process for better tracking and authorization by approval boards.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3274","As long as the process has person dependencies the exception will be there and  inadvertent  misses may happen. Can we manage with tools.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3275","Great, while process are their to ensure compliances; keep some leeway for emergencies.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3276","Best way to handle service request is thru preapproved catalog","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3277","Try to increase the catalog items to cover more than 75% service requests","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3278","Not only guideline, actual catalog should also be in place try to add new items each quarter.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3279","Region specific catalog can be one way to go ahead when processes are not harmonized. Be ready for streamlining whereever possible","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3280","If you are here. You are hero, it is practically impossible to have all items as catalogues, have provision and process for non catalog items which may be infrequent and far in between.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3281","Formal release management process is minimum if the changes are in scope. Changing directly in production system is strict No.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3282","Formal release management process is minimum if the changes are in scope. Changing directly in production system is strict No.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3283","Proper release strategy and process should be in place, with a agreed release plan for weekly/monthly etc as well emergency changes.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3284","Process should be tool driven for better control,tracking and reporting. That will reduce the risk of inadvertent errors.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3285","Great. Hope you would plan for automated testing if not already there. Consider moving to agile way of working, if not already there","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3286","Why not, it should be there if changes are in scope.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3287","Work with client to formalize the governance.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3288","Ensure representation from all key application and system stakeholders to minimize risk to way of business.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3289","Business should have a say in when any specific change move to production. Change management perspective need to be considered.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3290","Great, you are already there. Hope all stakeholder are active in discussion and it does not become passive all approval body.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3291","Emergencies cannot be planned, but controls and mechanism can still be envisioned.","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3292","Even in emergency compliances to process is required. Why would you allow somebody to change directly in production.","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3293","Compliance for all changes emergency or not, has to be there. Approval boards should have mechanism to be convened at short notice and with stand-in person for principal approvars' absence.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3294","Compliance for all changes emergency or not, has to be there. Approval boards should have mechanism to be convened at short notice and with stand-in person for principal approvars' absence.","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3295","Great, hope that routine changes which can wait are not passed ahead as emergencies on whims of somebody.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3296","Are we sure, we do not need that. Client is still happy?","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3297","Good, will backup alone is OK to provide services to client","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3298","Legal is for courts. Put ourselves in client' shoes and understand what would go wrong in their business if are not able to respond on time.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3299","Yes this is where we all have to be. Ensure alignment to corporate DR and BCM policies","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3300","Not necessarily everybody can achieve this. But this is the end state for now.","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3301","Well, you have to define the process and crieteria on what and when to call an issue as a majr incident","NULL","NULL","NULL","2023-05-03","3352","NULL","L1","NULL","SME","NULL"
"3302","Hope we are tracking and following the process each time there is any major incident","NULL","NULL","NULL","2023-05-03","3352","NULL","L2","NULL","SME","NULL"
"3303","We need to go beyond bare minimum and make it a part of regular reporting.","NULL","NULL","NULL","2023-05-03","3352","NULL","L3","NULL","SME","NULL"
"3304","How are we driving the major incident process, is our ITSM tool support the process","NULL","NULL","NULL","2023-05-03","3352","NULL","L4","NULL","SME","NULL"
"3305","Great, ideally theres should not be any major incident, see if any of next gen AMS lever can guide you to reach that point","NULL","NULL","NULL","2023-05-03","3352","NULL","L5","NULL","SME","NULL"
"3306","KM process is integral to KM Plan. Unless we are limited by scope and wish to do a bare minimum.","NULL","NULL","NULL","2023-05-03","3354","NULL","L1","NULL","SME","NULL"
"3307","Process cannot be adhoc, we need to be true to contractual obligation and as well show maturity of Infosys services","NULL","NULL","NULL","2023-05-03","3354","NULL","L2","NULL","SME","NULL"
"3308","Take next step and operationalize with SOP and work instructions.","NULL","NULL","NULL","2023-05-03","3354","NULL","L3","NULL","SME","NULL"
"3309","Track the adherence and ensure team follow the process.","NULL","NULL","NULL","2023-05-03","3354","NULL","L4","NULL","SME","NULL"
"3310","Well, this is a tall claim. Go ahead share across and people will follow the leader.","NULL","NULL","NULL","2023-05-03","3354","NULL","L5","NULL","SME","NULL"
"3311","This can't be true, unless we are only doing a limited scope of work.","NULL","NULL","NULL","2023-05-03","3354","NULL","L1","NULL","SME","NULL"
"3312","Knowledge management is as important part of AMS as any other item, It helps us to improve services and reduce effort gradually.","NULL","NULL","NULL","2023-05-03","3354","NULL","L2","NULL","SME","NULL"
"3313","More or less; any repeat effort cummulatively will justify the need of knowlede asset","NULL","NULL","NULL","2023-05-03","3354","NULL","L3","NULL","SME","NULL"
"3314","Good, can we move toward a specialized tools for knowledge asset management and access","NULL","NULL","NULL","2023-05-03","3354","NULL","L4","NULL","SME","NULL"
"3315","Please help other engagaments to have a view on your tools and method to learn from if this is not client proprietary tool.","NULL","NULL","NULL","2023-05-03","3354","NULL","L5","NULL","SME","NULL"
"3316","Even if manual, Known Error DB help in better tracking of repeat error and quick recap of possible workaround, help in avoiding business delays","NULL","NULL","NULL","2023-05-03","3354","NULL","L1","NULL","SME","NULL"
"3317","It is good progress, not lot of accounts even have this, but now we need to step up and have a tool supported process.","NULL","NULL","NULL","2023-05-03","3354","NULL","L2","NULL","SME","NULL"
"3318","Good ITSM tool may provide the basic needs. Hope this is efficient and helping reducing business delays.","NULL","NULL","NULL","2023-05-03","3354","NULL","L3","NULL","SME","NULL"
"3319","We have tool, we should use it as well, hope this is being kept relevant with regular update","NULL","NULL","NULL","2023-05-03","3354","NULL","L4","NULL","SME","NULL"
"3320","We have tool, we should use it as well, hope this is being kept relevant with regular update","NULL","NULL","NULL","2023-05-03","3354","NULL","L5","NULL","SME","NULL"
"3321","Even if manual, KEDB help in better tracking of repeat error and quick recap of possible workaround, help in avoiding business delays","NULL","NULL","NULL","2023-05-03","3354","NULL","L1","NULL","SME","NULL"
"3322","Frequent update and always relevant data will increase user satisifaction in services.","NULL","NULL","NULL","2023-05-03","3354","NULL","L2","NULL","SME","NULL"
"3323","Good, rather than consolidating the changes and updating it once a week/month, Can we do it at the point of origin.","NULL","NULL","NULL","2023-05-03","3354","NULL","L3","NULL","SME","NULL"
"3324","Good, rather than consolidating the changes and updating it once a week/month, Can we do it at the point of origin.","NULL","NULL","NULL","2023-05-03","3354","NULL","L4","NULL","SME","NULL"
"3325","KEDB is tricky, good you have mastered the art.","NULL","NULL","NULL","2023-05-03","3354","NULL","L5","NULL","SME","NULL"
"3326","Continuous innovation is now part of all engagement, please initiate a discussion with service delivery manager and engagement manager.","NULL","NULL","NULL","2023-05-03","3356","NULL","L1","NULL","SME","NULL"
"3327","Process cannot be adhoc, we need to be true to contractual obligation and as well show maturity of Infosys services","NULL","NULL","NULL","2023-05-03","3356","NULL","L2","NULL","SME","NULL"
"3328","Take next step and operationalize with SOP and work instructions.","NULL","NULL","NULL","2023-05-03","3356","NULL","L3","NULL","SME","NULL"
"3329","Track the adherence and ensure team follow the process.","NULL","NULL","NULL","2023-05-03","3356","NULL","L4","NULL","SME","NULL"
"3330","Great, you are there, see what in next gen maturity you can pick up to implement in this engagement","NULL","NULL","NULL","2023-05-03","3356","NULL","L5","NULL","SME","NULL"
"3331","RCA is post facto thing, CSIP is proactive. Kindly identify the area of innovation","NULL","NULL","NULL","2023-05-03","3356","NULL","L2","NULL","SME","NULL"
"3332","That is good progress, hope the action is there on ground only and not only just before QBR.","NULL","NULL","NULL","2023-05-03","3356","NULL","L3","NULL","SME","NULL"
"3333","Now is the time to move the CSIP as dedicated track, savings will anyway will be there for successful implementation","NULL","NULL","NULL","2023-05-03","3356","NULL","L4","NULL","SME","NULL"
"3334","Reducing effort is key to be competitive. It shows that we are more efficient quarter after quarter, year after year","NULL","NULL","NULL","2023-05-03","3356","NULL","L1","NULL","SME","NULL"
"3335","Proof is in the pudding, if scope is same and we improved, where is the saving","NULL","NULL","NULL","2023-05-03","3356","NULL","L2","NULL","SME","NULL"
"3336","Hope this is aligned with portfolio and unit targets","NULL","NULL","NULL","2023-05-03","3356","NULL","L3","NULL","SME","NULL"
"3337","Hope this is aligned with portfolio and unit targets","NULL","NULL","NULL","2023-05-03","3356","NULL","L4","NULL","SME","NULL"
"3338","Hope this is aligned with portfolio and unit targets","NULL","NULL","NULL","2023-05-03","3356","NULL","L5","NULL","SME","NULL"
"3339","Work with DRM team to identify potential risks and their mitigation plans","NULL","NULL","NULL","2023-05-03","3356","NULL","L1","NULL","SME","NULL"
"3340","Go beyond compliances. Onboard client and discuss potential risks and align with scope commitment","NULL","NULL","NULL","2023-05-03","3356","NULL","L2","NULL","SME","NULL"
