id,option_text,question_id,score,impact
3810,Not Met,931,1,To be Updated
3811,Partial Met,931,3,To be Updated
3812,Fully Met,931,5,No impact as system is matured.
3813,Not Applicable,931,0,No impact as capability is not applicable.
3814,Not Met,932,1,To be Updated
3815,Partial Met,932,3,To be Updated
3816,Fully Met,932,5,No impact as system is matured.
3817,Not Applicable,932,0,No impact as capability is not applicable.
3818,Not Met,933,1,"No automated recovery process in place for the service based on monitoring and telemetry data.\
Bringing the system back to normal will be time consuming and may cause degradation when any critical issues occurr.\
Impacts resiliency of the service.\
Outage incidents may grow and impact the MTTR."
3819,Partial Met,933,3,"No automated recovery process in place for the service based on monitoring and telemetry data.\
Bringing the system back to normal will be time consuming and may cause degradation when any critical issues occurr.\
Impacts resiliency of the service.\
Outage incidents may grow and impact the MTTR."
3820,Fully Met,933,5,No impact as system is matured.
3821,Not Applicable,933,0,No impact as capability is not applicable.
3822,Not Met,934,1,"Service level situational awareness is not established to understand the normal and peak loads that individual components can handle.\
This gives incorrect forecast estimates in terms of resources requirement to allocate for the system.\
Service performance may degrade/lead to an outage too, in case if any individual component is not capable enough of handling the load."
3823,Partial Met,934,3,"Service level situational awareness is not established to understand the normal and peak loads that individual components can handle.\
This gives incorrect forecast estimates in terms of resources requirement to allocate for the system.\
Service performance may degrade/lead to an outage too, in case if any individual component is not capable enough of handling the load."
3824,Fully Met,934,5,No impact as system is matured.
3825,Not Applicable,934,0,No impact as capability is not applicable.
3826,Not Met,935,1,"State and events of the application is not captured as part of logging.\
This does not provide details to track if any security related events/any other events from other sources are present in the logs.\
Chances of information leakage and leads to raise of incidents."
3827,Partial Met,935,3,"State and events of the application is not captured as part of logging.\
This does not provide details to track if any security related events/any other events from other sources are present in the logs.\
Chances of information leakage and leads to raise of incidents."
3828,Fully Met,935,5,No impact as system is matured.
3829,Not Applicable,935,0,No impact as capability is not applicable.
3830,Not Met,936,1,"Centralised processing of telemetry data is not in place for log analysis.\
This makes the teams to check different places for the logs and find out the information when an incident occur.\
Increases the MTTR of the incidents, may resulting in service disruption."
3831,Partial Met,936,3,"Centralised processing of telemetry data is not in place for log analysis.\
This makes the teams to check different places for the logs and find out the information when an incident occur.\
Increases the MTTR of the incidents, may resulting in service disruption."
3832,Fully Met,936,5,No impact as system is matured.
3833,Not Applicable,936,0,No impact as capability is not applicable.
3834,Not Met,937,1,"Heartbeat checking is not implemented to detect failure for critical components OR System health is manually checked at regular intervals.\
Teams does not get alerted when there is a failure at the critcal components, due to lack of proper healthchecks.\
Extra efforts are required to trace and understand the failure."
3835,Partial Met,937,3,"Heartbeat checking is not implemented to detect failure for critical components OR System health is manually checked at regular intervals.\
Teams does not get alerted when there is a failure at the critcal components, due to lack of proper healthchecks.\
Extra efforts are required to trace and understand the failure."
3836,Fully Met,937,5,No impact as system is matured.
3837,Not Applicable,937,0,No impact as capability is not applicable.
3838,Not Met,938,1,"Synthetic monitoring is not in place.\
Missing of this performance monitoring practice, application teams cannot understand how the application behaves when there is more user load w.r.t to certain path in the application.\
Monitoring the ability of the service will not be known which in turn gives wrong estimates for baselining the application performance, identifying areas of improvement and improvement of performance strategies."
3839,Partial Met,938,3,"Synthetic monitoring is not in place.\
Missing of this performance monitoring practice, application teams cannot understand how the application behaves when there is more user load w.r.t to certain path in the application.\
Monitoring the ability of the service will not be known which in turn gives wrong estimates for baselining the application performance, identifying areas of improvement and improvement of performance strategies."
3840,Fully Met,938,5,No impact as system is matured.
3841,Not Applicable,938,0,No impact as capability is not applicable.
3842,Not Met,939,1,"Standard logging tools are not used OR application logs are not available for centralised telemetry processing.\
Teams spend more time in checking the logs to understand the issue, if the logs are segregated in different places. This leads to increase MTTR of the incidents and may impact the service availability."
3843,Partial Met,939,3,"Standard logging tools are not used OR application logs are not available for centralised telemetry processing.\
Teams spend more time in checking the logs to understand the issue, if the logs are segregated in different places. This leads to increase MTTR of the incidents and may impact the service availability."
3844,Fully Met,939,5,No impact as system is matured.
3845,Not Applicable,939,0,No impact as capability is not applicable.
3846,Not Met,940,1,To be Updated
3847,Partial Met,940,3,To be Updated
3848,Fully Met,940,5,No impact as system is matured.
3849,Not Applicable,940,0,No impact as capability is not applicable.
3850,Not Met,941,1,To be Updated
3851,Partial Met,941,3,To be Updated
3852,Fully Met,941,5,No impact as system is matured.
3853,Not Applicable,941,0,No impact as capability is not applicable.
3854,Not Met,942,1,To be Updated
3855,Partial Met,942,3,To be Updated
3856,Fully Met,942,5,No impact as system is matured.
3857,Not Applicable,942,0,No impact as capability is not applicable.
3858,Not Met,943,1,To be Updated
3859,Partial Met,943,3,To be Updated
3860,Fully Met,943,5,No impact as system is matured.
3861,Not Applicable,943,0,No impact as capability is not applicable.
3862,Not Met,944,1,To be Updated
3863,Partial Met,944,3,To be Updated
3864,Fully Met,944,5,No impact as system is matured.
3865,Not Applicable,944,0,No impact as capability is not applicable.
5673,Workers/employees/vendors (a),1374,9,NULL
5674,Consumers/customers (b),1374,9,NULL
5675,Business/Organization (c),1374,7,NULL
5676,Government agencies/regulators (d),1374,8,NULL
5677,Society (e),1374,10,NULL
5678,"e and a combination of a,b,c and d",1374,30,NULL
5679,"A combination of a,b,c and d but not e",1374,20,NULL
5680,Not Applicable,1374,0,NULL
5681,Users cannot opt out of the AI systemâ€™s output,1375,10,NULL
5682,Users can opt out of the AI systemâ€™s output,1375,0,NULL
5683,Users can challenge or correct the AI systemâ€™s output,1375,5,NULL
5684,Users can reverse the AI systemâ€™s output ex-post,1375,3,NULL
5685,No risk identified,1376,10,NULL
5686,Risk has been identified but no mitigation measures are taken,1376,5,NULL
5687,Risk has been identified and mitigation measures are taken,1376,0,NULL
5688,No process in place currently to ensure data quality,1377,10,NULL
5689,There is regular process in place to ensure data quality is maintained,1377,0,NULL
5690,Sensitive personal data is being processed by the tool and no separate controls implemented for protecting sensitive personal data,1377,10,NULL
5691,No sensitive personal data being processed by the tool,1378,0,NULL
5692,Sensitive personal data is being processed by the tool and separate controls implemented for protecting sensitive personal data,1378,5,NULL
5696,"Purpose of the tool is not validated against human, societal well being",1378,10,NULL
5697,"Purpose of the tool is aligned to human, societal well being and properly documented",1380,0,NULL
5698,Tool doesnâ€™t have capabilities to handle DSR's,1380,10,NULL
5699,Tool have DSR handling capabilities,1381,0,NULL
5700,There is no plan to communicate to users about rolling out of AI solution to users as this tool is rolled out for business interest of company,1381,10,NULL
5701,There is a plan to communicate to users about the rolling out of AI solution so that users can raise their feedback at any stages of tool rollout,1381,0,NULL
5702,There is no provision provided in the tool to take acknowledgement/ consent from data subjects,1382,20,NULL
5703,Adequate consent/ acknowledgement taken from data subjects before using their data for training the AI model but this is not recorded,1382,10,NULL
5704,Adequate consent/ acknowledgement taken from data subjects before using their data for training the AI model and this is recorded,1382,5,NULL
5706,"Liberty, safety, and security",1383,10,NULL
5707,"Physical, psychological, and moral integrity",1383,10,NULL
5708,"Rule of law, absence of arbitrary sentencing",1383,10,NULL
5709,"Equality and non-discrimination (gender, race, religion)",1383,10,NULL
5710,"Social and economic rights (e.g. health, education)",1384,10,NULL
5711,Aggregate society-level risk,1384,10,NULL
5712,More than one fundamental human rights are impacted,1384,20,NULL
5713,Not Applicable,1384,0,NULL
5714,Physical and mental health ( e.g. Fully automated candidate interviews),1384,10,NULL
5715,"Income and wealth (e.g. Automated CnB Recommendations, Automation of Investment/Funding decisions.Automation of Loan from Employees/Sub-Cons/Vendors)",1384,10,NULL
5716,"Quality of job (additional stress) / Job loss fear (CV screening, promotion recommendations, appraisal recommendations)",1384,10,NULL
5717,Quality of environment (autonomous vehicles in smart campus),1384,10,NULL
5718,Bad Social Connections,1385,10,NULL
5719,"Civic engagement (Automation of HEAR, ASHI cases)",1385,10,NULL
5720,"Education, knowledge, and skills",1385,10,NULL
5721,Work-life balance,1385,10,NULL
5722,Aggregate society-level impact,1385,10,NULL
5723,More than one areas are impacted,1385,20,NULL
5724,Not Applicable,1385,0,NULL
5725,High Displacement Potential (>60%),1385,10,NULL
5726,Medium Displacement Potential (30%-60%),1385,6,NULL
5727,Low Displacement Potential (>30%),1385,3,NULL
5728,No Displacement Potential,1385,0,NULL
5729,Accommodation and food service activities,1386,0.5,NULL
5730,Activities of extraterritorial organizations and bodies,1386,0.5,NULL
5731,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1386,0.5,NULL
5732,Administrative and support service activities,1386,0.5,NULL
5733,"Agriculture, forestry, and fishing",1387,0.5,NULL
5734,"Arts, entertainment, and recreation",1387,0.5,NULL
5735,Construction,1387,0.5,NULL
5736,Education,1387,0.5,NULL
5737,"Electricity, gas, steam, and air conditioning supply",1387,0.5,NULL
5738,Financial and insurance activities,1387,0.5,NULL
5739,Human health and social work,1387,0.5,NULL
5740,Information and communication,1387,0.5,NULL
5741,Manufacturing,1387,0.5,NULL
5742,Mining and quarrying,1387,0.5,NULL
5743,"Professional, scientific, and technical activities",1387,0.5,NULL
5744,Public administration and defense; compulsory social security,1387,0.5,NULL
5745,Real estate activities,1387,0.5,NULL
5746,Transportation and storage,1387,0.5,NULL
5747,"Water supply; sewerage, waste management, and remediation activities",1387,0.5,NULL
5748,Wholesale and retail trade; repair of motor vehicles and motorcycles,1387,0.5,NULL
5749,Citizen/customer service,1387,0.5,NULL
5750,Compliance and justice,1387,0.5,NULL
5751,Employee Benefits & Well-being,1387,0.5,NULL
5752,Finance & Accounting,1387,0.5,NULL
5753,Human resource management,1387,0.5,NULL
5754,ICT management and information security,1388,0.5,NULL
5755,Logistics,1388,0.5,NULL
5756,Maintenance,1388,0.5,NULL
5757,Marketing and advertisement,1388,0.5,NULL
5758,Monitoring and quality control,1388,0.5,NULL
5759,Planning and budgeting,1388,0.5,NULL
5760,Procurement,1388,0.5,NULL
5761,Production,1388,0.5,NULL
5762,Research and development,1388,0.5,NULL
5763,Sales,1388,0.5,NULL
5764,EU,1388,10,NULL
5765,Multiple jurisdictions including EU where there are privacy laws,1388,8,NULL
5766,Countries where no Data Privacy or Responsible AI guidelines applies,1388,5,NULL
5767,India,1388,5,NULL
5768,"A combination of a,b",1388,20,NULL
5769,"Yes, it will impact the health, safety, and security of employees/workers/vendors",1389,5,NULL
5770,"Yes, it will impact one or multiple critical business operations of the organization",1389,5,NULL
5771,"Yes, it will impact both points one and two",1389,10,NULL
5772,No,1389,0,NULL
5773,"Vendor IP solutions are being used, but vendor is not ready to explain how the results are arrived",1389,10,NULL
5774,Vendor IP soltions are being used and vendor has agreed to explain how the resuls are arrived during the entire lifecycle phase,1390,5,NULL
5775,Not Applicable,1390,0,NULL
5776,Privacy and data protection controls are currently not added in contract with vendors processing personal data,1390,10,NULL
5777,Adequate privacy and data protection controls are added in contract with vendors processing personal data,1390,0,NULL
5778,The technology elements/solution are at R&D level,1391,10,NULL
5779,The technology elements/solution are piloted in multiple organizations,1391,5,NULL
5780,The technology elements/solution are rolled out at scale in limited organizations,1391,3,NULL
5781,The technology elements/solution are rolled out at scale in many organizations,1392,0,NULL
5782,No validation mechanism available to ensure that training and testing data is obtained in a fair and lawful manner,1392,10,NULL
5783,Proper validation is done to ensure that training and testing data is obtained in a fair and lawful manner,1392,0,NULL
5784,Tool will have the functionality to implement data deletion automatically as per business & regulatory requirements,1393,10,NULL
5785,Tool has been provided with functionality to implement data deletion automatically as per business & regulatory requirements,1393,0,NULL
5786,Synthetic data,1393,5,NULL
5787,Expert input,1393,2,NULL
5788,Observer data/derived data,1394,0,NULL
5789,Combination of all above,1394,10,NULL
5790,"No, data can't be anonymized or pseudonymized",1394,10,NULL
5791,Pseudonymized data,1395,5,NULL
5792,Anonymized data or Aggregated data,1395,0,NULL
5793,Not Applicable,1395,0,NULL
5794,Discriminative model,1396,0,NULL
5795,Generative model,1396,5,NULL
5796,Models combining both discriminative and generative properties,1396,10,NULL
5797,No evolution during operation,1396,0,NULL
5798,Evolution during operation through active interaction (including uncontrolled learning),1397,10,NULL
5799,Evolution during operation through passive interaction,1397,0,NULL
5800,Documentation is not  available which explains how decision is arrived using AI model,1397,10,NULL
5801,Documentation is available which explains how decision is arrived using AI model,1397,5,NULL
5802,Documentation is available which explains how decision is arrived using AI model (living document),1398,0,NULL
5805,Review is done on ad-hoc basis,1398,10,NULL
5806,A cross-functional advisory committee reviews the AI model during development,1398,5,NULL
5807,A cross-functional advisory committee reviews the AI model during operation,1399,3,NULL
5808,A cross-functional advisory committee reviews the AI model during development and operation,1399,0,NULL
5809,"Recognition: Identifying and categorizing data (e.g. image, video, audio, and text) into specific classifications as well as image segmentation and object detection",1399,0.5,NULL
5810,"Event detection: Connecting data points to detect patterns, as well as outliers or anomalies",1400,0.5,NULL
5811,Forecasting: Using past and existing behaviors to predict future outcomes,1400,0.5,NULL
5812,Personalization: Developing a profile of an individual and learning and adapting its output to that individual over time,1400,0.5,NULL
5813,"Interaction support: Interpreting and creating content to power conversational and other interactions between machines and humans (possibly involving multiple media such as voice, text, and images)",1402,0.5,NULL
5814,Goal-driven optimization: Finding the optimal solution to a problem for a cost function or predefined goal,1402,0.5,NULL
5815,"Reasoning with knowledge structures: Inferring new outcomes that are possible even if they are not present in existing data, through modeling and simulation",1402,0.5,NULL
5816,"Content generation: Includes generating new images, video, text, assessment, and audio",1402,10,NULL
5817,Autonomous systems: Robots and robotic systems increasingly embed different tasks â€“ such as recognition and goal-driven optimization,1403,10,NULL
5818,"Monitoring and control systems: These systems manage, command, direct or regulate the behavior of other devices or systems using control loops",1403,5,NULL
5819,None of the above,1403,0,NULL
5820,No KPI's available for measuring output of tool,1403,10,NULL
5821,KPI's are defined and available for tool for measuring output of tool,1403,0,NULL
5822,No-action autonomy (also referred to as â€œhuman supportâ€�): System cannot act on its recommendations or output. The human uses or disregards the AI systemâ€™s recommendations or output at will.,1403,0,NULL
5823,Low-action autonomy (also referred to as â€œhuman-in-the-loopâ€�): System evaluates input and acts upon its recommendations or output if the human agrees.,1403,5,NULL
5824,Medium-action autonomy (also referred to as â€œhuman-on-the-loopâ€�): System evaluates input and acts upon its recommendations or output unless the human vetoes,1404,10,NULL
5825,High-action autonomy (also referred to as â€œhuman-out-of-the-loopâ€�): System evaluates input and acts upon its recommendations or output without human involvement,1404,20,NULL
5844,Not Applicable,1409,0,NULL
5845,Tool is not provided with any functionality to capture feedback from differnt stakeholders,1409,10,NULL
5846,"Tool is provided with functionality to ensure feedbacks from different stakeholders are duly captured, incorporated and appropriate mitigation measures are taken to ensure no biased outputs",1409,0,NULL
5847,Not Applicable,1410,0,NULL
5849,Data set is providing same result when executed multiple times on same dataset,1410,10,NULL
5850,There are variations on the results when executed multiple times on same dataset,1410,5,NULL
5851,Human intervention not available,1411,10,NULL
5852,Human intervention available,1411,5,NULL
5853,Not Applicable,1411,0,NULL
5855,"Training data is not analysed every quarter for representiveness, only analysed if somebody raises concern on the tool output",1412,10,NULL
5856,"Training data will be analysed every quarter for representiveness and the data used is diverse, relevant, error free and complete",1412,5,NULL
5857,Not Applicable,1412,0,NULL
5858,Not Applicable,1413,0,NULL
5859,Not Applicable,1413,0,NULL
5860,Not Applicable,1413,0,NULL
5861,Not Applicable,1414,0,NULL
5862,Not Applicable,1414,0,NULL
5863,Not Applicable,1414,0,NULL
5864,Not Applicable,1415,0,NULL
5866,Not Applicable,1415,0,NULL
5867,Not Applicable,1415,0,NULL
5277,"Service group split by business functions, geographies with their own tools, processes, etc.",1285,1,NULL
5278,"ITIL compliant service groups split by business functions, geographies",1285,2,NULL
5279,"Shared services across various business functions, geographies with common tools across the organization",1285,3,NULL
5280,DevSecOps centric for majority of the applications,1285,4,NULL
5281,Product centric with org structures aligned to business value streams,1285,5,NULL
5282,No Industry standard processes implemented across the enterprise,1288,1,NULL
5283,Standard ITIL process implemented,1288,2,NULL
5284,Kanban/Scrumban for support,1288,3,NULL
5285,Full stack Devops model and SRE implementation with Agile/Scrum team,1288,4,NULL
5286,Product centric organization,1288,5,NULL
5287,<10%,1291,1,NULL
5288,10%-20%,1291,2,NULL
5289,20%-30%,1291,3,NULL
5290,30%-40%,1291,4,NULL
5291,>40%,1291,5,NULL
5292,<10%,1292,1,NULL
5293,10%-20%,1292,2,NULL
5294,20%-30%,1292,3,NULL
5295,30%-40%,1292,4,NULL
5296,>40%,1292,5,NULL
5327,0% - 20%,1302,1,NULL
5328,20% - 40%,1302,2,NULL
5329,40%- 60%,1302,3,NULL
5330,60%-80%,1302,4,NULL
5331,80%-100%,1302,5,NULL
5297,No APM tool based monitoring,1293,1,NULL
5298,<10%,1293,2,NULL
5299,10%-30%,1293,3,NULL
5300,30%-60%,1293,4,NULL
5301,>60%,1293,5,NULL
5302,Manual execution / No automation,1294,1,NULL
5303,Deployed rule based automations,1294,2,NULL
5304,"Implemented event, alert correlations to take decisions",1294,3,NULL
5305,Implemented AI based predictive solutions to prevent disruptions,1294,4,NULL
5306,Implemented solution for automated recommendations and actions based on AI led analytics,1294,5,NULL
5307,None,1295,1,NULL
5308,Yes - Basic - multiple dashboards,1295,2,NULL
5309,Yes - Moderate - Single pane of glass across monitoring tools with actionable insights with correlations available in dashboards,1295,3,NULL
5310,Yes - Advanced - Dashboards with preditive business KPI analytics along with the correlations,1295,4,NULL
5311,Yes - Advanced - Business command center with visibility into impact of IT issues on business KPI metrics,1295,5,NULL
5312,<10%,1296,1,NULL
5313,10%-20%,1296,2,NULL
5314,20%-30%,1296,3,NULL
5315,30%-40%,1296,4,NULL
5316,>40%,1296,5,NULL
5317,Adhoc,1297,1,NULL
5318,"Repeatable and followed for all P1 tickets, mostly manual",1297,2,NULL
5319,"Repeatable and followed for all tickets, mostly manual",1297,3,NULL
5320,"ITSM tool driven - regular problem management regime defined, implemeted, tracked and monitered",1297,4,NULL
5321,"Advanced Problem Management Analytics (PMA) dashboard, auto identification, logging of problems, assisted triaging, followed by manual or automated resolutions",1297,5,NULL
5322,Never,1298,1,NULL
5323,"On need basis, infrequently",1298,2,NULL
5324,On a annual basis,1298,3,NULL
5325,On a quarterly basis,1298,4,NULL
5326,"On a regular interval, planned manner e.g. every sprint or every month",1298,5,NULL
5332,<5%,1303,1,NULL
5333,5%-10%,1303,2,NULL
5334,10%-15%,1303,3,NULL
5335,15%-20%,1303,4,NULL
5336,>20%,1303,5,NULL
5337,Initial - Adhoc,1306,1,NULL
5338,"Repeatable - process is defined and can be followed by new users, but is not standardised across the enterprise",1306,2,NULL
5339,Defined - process well defined and standardized across the enterprise,1306,3,NULL
5340,Managed - Implemented with high process compliance through enterprise level adoption,1306,4,NULL
5341,"analyzed, continuously improved and highly automated",1306,5,NULL
5342,Completely manual,1307,1,NULL
5343,Partial with tool implemted in pockets,1307,2,NULL
5344,Centralised with enterprise-wide tool,1307,3,NULL
5345,Auotmated ticketing based on ML models,1307,4,NULL
5346,Automated remediation in response to or proactive anomaly detection,1307,5,NULL
5347,The KM processes are nascent and the knowledge is available as tribal knowledge.,1308,1,NULL
5348,"KM processes established, along with the templates for different knowledge contribution",1308,2,NULL
5349,"KM processes established, along with gating for project life cycle phases OR retrospection to mandate the documentation of KM",1308,3,NULL
5350,"Knowledge artifacts are available with respective teams, but distributed through the shared reposities",1308,4,NULL
5351,"Availability of central, digital platform for KM artifact management, search",1308,5,NULL
5352,Manual analysis and remediation on case to case basis,1309,1,NULL
5353,"Pre-defined rules, SOPs to resolve the issues",1309,2,NULL
5354,Leverage insights derived using AI to identify and resolve the issues,1309,3,NULL
5355,"Auto identification of resolution workflows, execute those proactively",1309,4,NULL
5356,"App, Infra disruptions are predicted, prevented by executing automation to ensure systems are self-healed",1309,5,NULL
5357,Analyze customer feedback through complaints logged,1310,1,NULL
5358,Proactively conduct customer satisfaction survey at regular intervals,1310,2,NULL
5359,Implement end user monitoring system to track and analyze user activities,1310,3,NULL
5360,Monitor end to end customer journey  to understand customer behaviour,1310,4,NULL
5361,"Continuously monitor customer journey, tweak business processes and monitor business KPI impact to assess effectiveness of the changes",1310,5,NULL
5362,Only monitor IT KPIs and perform IT spend analysis,1311,1,NULL
5363,"Monitor business services for their availability, performance",1311,2,NULL
5364,Define and monitor business KPIs to understand impact of disruptions on the underlying business functions / processes,1311,3,NULL
5365,Identify trends and patterns causing frictions and  adopt strategic changes to optimize the business KPIs,1311,4,NULL
5366,"Define end to end value stream for the business, with its associated KPIs and monitor, optimize them in a continuous manner",1311,5,NULL
5382,"The traceability of any disruption is completely manual, with ad-hoc processes",1315,1,NULL
5383,Basic application level traceability present to map application level issues to the causes,1315,2,NULL
5384,Correlation present to map business service level disruptions to IT causes,1315,3,NULL
5385,All the process instrumentation data is utilized to track patterns and causes of disruptions at a business process level,1315,4,NULL
5386,"End to end monitoring and mapping of failures, disruptions happening in other systems with the KPIs impacting your business value",1315,5,NULL
5367,Events are analyzed manually on need basis,1312,1,NULL
5368,"Sense strategy in place to acquire data from various sources of significance, including apps, infra and devices",1312,2,NULL
5369,Event data stored in a central repository and made available for manual analysis on need basis,1312,3,NULL
5370,"Automated event correlation in place to identify patterns, anomalies in the event data",1312,4,NULL
5371,"Proactive event management in place that executes automation leveraging AI driven predictions based on event, alert data, correlations and trends",1312,5,NULL
5387,<10%,1316,1,NULL
5388,10%-20%,1316,2,NULL
5389,20%-40%,1316,3,NULL
5390,40%-60%,1316,4,NULL
5391,>60%,1316,5,NULL
5372,"Developed by users on need basis, using disparate technologies",1313,1,NULL
5373,Developed using scripts with standard set of technologies,1313,2,NULL
5374,Automated business service specific workflows using enterprise standard technology,1313,3,NULL
5375,End to end business process automation using standardized RPA tools,1313,4,NULL
5376,"Automatic assignment, enrichment, workflow execution of the tasks/ tickets using pre-defined workflows, making > 20% work pass through",1313,5,NULL
5377,"Pre-dominantly individual heroism driven agility, not predictable",1314,1,NULL
5378,"Agile practices are followed, but not uniformly",1314,2,NULL
5379,"Processes are standardized, optimized to bring in process agility",1314,3,NULL
5380,"IT provisioning is made responsive through code driven templates, automated provisioning",1314,4,NULL
5381,"Business level agility through incorporation of automated app, infra provisioning, standardized processes, automation adoption",1314,5,NULL
5951,Plan not baselined,1446,0.5,NULL
5952,Project specific plan (not in line with service line catalogue),1446,1.5,NULL
5953,"Plan in line with service line catalogue, but largely pointed tools identified",1446,2.5,NULL
5954,Plan includes comprehensive platform based automation solutions,1446,3.5,NULL
5955,Additionally plan also includes specific benefits for each opportunity and prioritised accordingly,1446,4.5,NULL
5956,No,1447,1,NULL
5957,Yes,1447,5,NULL
5958,No team identified for implementation of automation roadmap,1448,1.25,NULL
5959,"Team members identified, but they don't have the skill set to implement",1448,2.5,NULL
5960,Team members identified and training plan for automation requirements in place,1448,3.75,NULL
5961,Dedicated team members identified with required skillset and also KPIs towards completion of Automation roadmap,1448,5,NULL
5962,Manual environment setup,1449,1.25,NULL
5963,Script assisted environment setup,1449,2.5,NULL
5964,Environment setup automated and integrated with automated build,1449,3.75,NULL
5965,Automated on-demand environment provisioning,1449,5,NULL
5966,NA,1449,0,NULL
5967,Data from production is manually refreshed to lower environments,1450,1.66,NULL
5968,Partial automation with Script assisted data refresh on lower environments,1450,3.32,NULL
5969,Data refresh to lower environments fully automated,1450,4.98,NULL
5970,NA,1450,0,NULL
5971,Deployment package from production is manually setup on other environments,1451,1.25,NULL
5972,Binaries are rebuilt from source configuration system for other environments using automated builds,1451,2.5,NULL
5973,"Package repository used to maintain deployment packages, but deployment from repository not automated",1451,3.75,NULL
5974,Replication of package from package repository and automated deployment,1451,5,NULL
5975,NA,1451,0,NULL
5976,All data archiving and purging requirements are handled manually,1452,2.5,NULL
5977,Scripts have been implemented and scheduled to handle the Data archiving as per agreed schedule,1452,5,NULL
5978,Data Archiving and Purging is not in scope,1452,0,NULL
5979,Data profiling and cleaning is handled manually,1453,1.66,NULL
5980,Data profiling and cleaning is handled using some scripts,1453,3.32,NULL
5981,Comprehensive data management solution deployed to handle all Data profiling and cleaning requirements,1453,4.98,NULL
5982,Data profiling and cleaning is not in scope,1453,0,NULL
5983,All data migration requirements are addressed through custom scripting for specific needs,1454,1.66,NULL
5984,Data migration is handled using some tools but still involves some manual efforts,1454,3.32,NULL
5985,Comprehensive data migration solution deployed to address migrations through simple configurations,1454,4.98,NULL
5986,Data migration is not in scope,1454,0,NULL
5987,SLA tracking and reporting is manual,1455,1.25,NULL
5988,"SLA reports are extracted out of ITSM manually, but report generation is automated",1455,2.5,NULL
5989,SLA reports are generated manually but daily tracking is still manual,1455,3.75,NULL
5990,SLA dashboard with real time performance is available and all tracking and reporting is through that,1455,5,NULL
5991,There are no SLAs applicable,1455,0,NULL
5992,All compliance reporting is manual,1456,1.66,NULL
5993,Compliance reporting is partially automated,1456,3.32,NULL
5994,A Reporting platform / tool is used to generate all required compliance reports,1456,4.98,NULL
5995,No compliance reporting is required,1456,5,NULL
5996,Regular status reporting is manual,1457,1.66,NULL
5997,Required data is extracted using scripts but report is generated manually,1457,3.32,NULL
5998,Required data is extracted manually and report generation is also largely automated,1457,4.98,NULL
6018,Application capacity requirements are analysed manually based on data collected manually from logs etc,1461,1.66,NULL
6301,Work load modeller is used to analyse the application performance and capacity requirements but correlated with Performance test results manually,1461,3.22,NULL
6302,Work load modeller output is correlated with performance test results automatically to provide Capacity requirements and projections,1461,4.98,NULL
6303,NA,1461,0,NULL
6019,Low performing DB queries are identified manually based on performance issues reported by users etc. and optimised,1462,1.66,NULL
6020,Low performing DB queries are identified through performance logs and optimised using relevant DB tools,1462,3.32,NULL
6021,Performance monitoring is setup for ongoing feedback on low performing transactions and optimisation is driven through relevant tools,1462,4.98,NULL
6022,Not in Scope,1462,0,NULL
6028,No leverage of AI,1464,0.5,NULL
6029,Deployed rule based automations,1464,1.5,NULL
6030,"Implemented event, alert correlations to take decisions",1464,2.5,NULL
6031,Implemented AI based predictive solutions to prevent disruptions,1464,3.5,NULL
6032,Implemented solution for automated recommendations and actions based on AI led analytics,1464,4.5,NULL
6033,Health check across applications is done manually,1465,0.5,NULL
6034,Health check is assisted by scripts for some applications,1465,1.5,NULL
6035,"Health check is script assisted for all applications, manual work is required in report generation",1465,2.5,NULL
6036,"Health check is fully automated for some applications, reporting needs some manual interventions",1465,3.5,NULL
6037,Health check and report generation is full automated for all applications,1465,4.5,NULL
6038,NA,1465,0,NULL
6039,There is no monitoring in place,1466,0.83,NULL
6040,Basic monitoring through scripts is in place,1466,1.66,NULL
6041,"Tool driven monitoring is done and alerts are sent to mail / ITSM, but not for all potential areas",1466,2.49,NULL
6042,"Tool driven monitoring is done and alerts are sent to mail / ITSM and it is comprehensive covering Application, Infra, DBs, Interfaces, Batch jobs",1466,3.32,NULL
6043,Tool driven monitoring is done and alerts are self healed to avoid incidents,1466,4.15,NULL
6045,NA,1466,0,NULL
6046,There is no Business process or transaction monitoring in place,1467,0.5,NULL
6047,Business processes are monitored based on thresholds and alerts for business parameters,1467,1.5,NULL
6048,Business processes are monitored through the process flow to display progress across process steps,1467,2.5,NULL
6049,Business processes are monitored through the process flow to identify bottlenecks and alert users,1467,3.5,NULL
6050,Business processes are monitored through the process flow to identify bottlenecks and self heal,1467,4.5,NULL
6051,NA,1467,0,NULL
6052,None,1468,0.5,NULL
6053,Yes - Basic - multiple dashboards,1468,1.5,NULL
6054,Yes - Moderate - Single pane of glass across monitoring tools with actionable insights with correlations available in dashboards,1468,2.5,NULL
6055,Yes - Advanced - Dashboards with preditive business KPI analytics along with the correlations,1468,3.5,NULL
6056,Yes - Advanced - Business command center with visibility into impact of IT issues on business KPI metrics,1468,4.5,NULL
6057,"Disparate tools generate the logs and analysis is manual
",1469,1,NULL
6058,A central log server is available which gets frequent uploads of logs,1469,2.5,NULL
6059,"Implementation of tools to provide search, processing of logs and insights/analytics",1469,3.75,NULL
6060,Implementation of tools to alert support team based on analytics on Logs,1469,5,NULL
7596,NA,1469,0,NULL
