"id","slno","question_id","question","usm_project_id","answer","score","questionnaire_instance_id","last_updated_date","last_updated_by","metric_dimension_id"
"444","160","936","Is centralised collection and processing of telemetry data in place, supporting service and incident management, visualisation, reporting etc.?","2","Partial Met","3.00","228","2023-09-28","admin","603"
"445","161","937","Has heartbeat checking been implemented to detect failures of critical components?","2","Partial Met","3.00","228","2023-09-28","admin","604"
"446","162","938","Has synthetic monitoring and probing been implemented to gain additional telemetry?","2","Partial Met","3.00","228","2023-09-28","admin","605"
"447","163","939","Are application logs available for centralised telemetry processing, either by using standard logging tools or custom agents/exporters?","2","Fully Met","5.00","228","2023-09-28","admin","606"
"448","164","940","Have service health visualisation dashboards been implemented?","2","Partial Met","3.00","228","2023-09-28","admin","597"
"449","165","941","Is there a monitoring dashboard in place to visualize the health of the Service Chain in real time along with the health of the underpinning IT Services?","2","Partial Met","3.00","228","2023-09-28","admin","598"
"450","166","942","Is automated correlation and grouping of events and alerts in place?","2","Fully Met","5.00","228","2023-09-28","admin","599"
"451","167","943","Is Machine Learning used to identify the most probable root cause, or likely candidates, of an incident?","2","Fully Met","5.00","228","2023-09-28","admin","600"
"452","168","944","Is Machine Learning used to predict and detect possible service-impacting incidents?","2","Partial Met","3.00","228","2023-09-28","admin","601"
"453","154","930","Do the workloads emit sufficient telemetry data to monitor business level performance indicators like user experience, and is such monitoring performed?","2","Not Met","1.00","228","2023-09-28","admin","597"
"454","144","920","Is the lineage and dependencies from business services, to business processes, to underlying IT services mapped?","2","Partial Met","3.00","228","2023-09-28","admin","593"
"455","145","921","Is capacity planning being performed at all in-scope technology layers?","2","Partial Met","3.00","228","2023-09-28","admin","594"
"109693","1","3887","How many new leads are there in the pipeline","2","<10%","1.00","238","2023-09-06","admin","2196"
"109694","2","3888","What is the conversion rate","2","<10%","1.00","238","2023-09-06","admin","2213"
"109695","3","3889","What is the average age of leads","2","<10%","1.00","238","2023-09-06","admin","2212"
"109696","4","3890","What percentage of customers have continued to use our products/services","2","<10%","1.00","238","2023-09-06","admin","2214"
"109697","5","3891","On Percentage how much time do users spend interacting with our platform.","2","<20%","1.00","238","2023-09-06","admin","2197"
"109698","6","3892","How can you optimize customer acquisition cost for maximum value","2","Manual execution / No automation","1.00","238","2023-09-06","admin","2198"
"109699","7","3893","What percentage of customers are satisfied to use our products/services","2","<20%","1.00","238","2023-09-06","admin","2199"
"109700","8","3894","Do we have automated responses for common queries to improve FRT","2","Not Applicable","0.00","238","2023-09-06","admin","2200"
"109701","9","3895","what is the percentage of operation performed in one quarter","2","30%-40%","4.00","238","2023-09-06","admin","2201"
"109702","10","3896","what is the cost of supply chain","2","Repeatable - process is defined and can be followed by new users, but is not standardised across the enterprise","2.00","238","2023-09-06","admin","2202"
"109703","11","3897","Does the organization's current payroll processes support legal requirements, currencies, and languages for different locations and countries?","2","The payroll system supports multiple currencies, multiple languages, and collective agreements","3.00","238","2023-09-06","admin","2203"
"109704","13","3899","How much does your organisation spend on legal matters as % of Revenue","2","<20%","5.00","238","2023-09-06","admin","2205"
"109705","14","3900","How efficient is the Hiring process","2","Moderately Efficient","3.00","238","2023-09-06","admin","2206"
"109706","15","3901","Was the training relevant to the job","2","Yes","5.00","238","2023-09-06","admin","2207"
"109707","16","3902","What is the percentage of products released  per month based on the last quarter","2","30%-40%","4.00","238","2023-09-06","admin","2208"
"109708","17","3903","is code review and automated scanning in place","2","Code across applications is done manually","1.00","238","2023-09-06","admin","2209"
"109709","18","3904","What percentage of revenue is used for designing process","2","30-70%","3.00","238","2023-09-06","admin","2210"
"109710","19","3905","Is the quality of products verified","2","NA","0.00","238","2023-09-06","admin","2211"
"109711","3942","3942","What does each lead time measure along the supply chain?","2","Manufacturing lead time","3.00","238","2023-09-06","admin","2227"
"109712","3939","3939","What % of products are defected?","2","30&-60%","3.00","238","2023-09-06","admin","2224"
"109713","3940","3940","What is the impact of an invoice to your business","2","increased cost-of-rework","3.00","238","2023-09-06","admin","2225"
"109714","3938","3938","Is the compliance rate according to industry standards?","2","Partially Met","3.00","238","2023-09-06","admin","2223"
"109715","12","3898","Do you perform vendor reviews","2","No","1.00","238","2023-09-06","admin","2204"
"109716","3944","3944","What are the four benefits of vendor availability","2","Increase Customer satisfaction","3.00","238","2023-09-06","admin","2229"
"109717","3941","3941","What are the benefits of improving an emergency purchase ratio?","2","lower supply chain risks","0.00","238","2023-09-06","admin","2226"
"109718","3943","3943","How do you calculate PO cycle time?","2","Purchase Requisition Submission","0.00","238","2023-09-06","admin","2228"
"109719","3945","3945","How can you improve cost per invoice?","2","Invest in AP Automation Software","0.00","238","2023-09-06","admin","2230"
"109720","1","3246","Are requirements for the enterprise applications clearly documented, well-defined, and understood by the development team?","2","Strongly Agree","5.00","244","2023-11-28","admin","1795"
"109721","2","3247","Is there a formal process in place for gathering, analyzing, and managing requirements throughout the development lifecycle?","2","Yes","5.00","244","2023-11-28","admin","1796"
"109722","3","3248","Are requirements regularly reviewed and validated with stakeholders to ensure they align with business needs and goals?","2","Reviewed twice in a week","4.00","244","2023-11-28","admin","1797"
"109723","4","3249","Is there a systematic approach to designing the architecture and components of the enterprise applications?","2","Excellent","5.00","244","2023-11-28","admin","1798"
"109724","5","3250","Are design principles and best practices followed to ensure scalability, maintainability, and reusability of the software?","2","Very Efficient","5.00","244","2023-11-28","admin","1799"
"109725","6","3251","Is there a review process in place to evaluate the design decisions and ensure they meet the requirements and align with architectural standards?","2","Reviewed once in a week","3.00","244","2023-11-28","admin","1800"
"109726","7","3252","How many lines of code (LOC) on average are authored by each developer per day/week/month?","2","Number of instructions that the code compiles to.","1.00","244","2023-11-28","admin","1801"
"109727","8","3253","Is there a coding standard or guidelines in place to maintain consistency and readability of the code?","2","Good","4.00","244","2023-11-28","admin","1802"
"109728","9","3254","Are coding best practices followed to ensure code quality, modularity, and maintainability?","2","Strongly Agree","5.00","244","2023-11-28","admin","1803"
"109729","10","3255","Is there a comprehensive testing strategy and plan for the enterprise applications?","2","Very Efficient","5.00","244","2023-11-28","admin","1804"
"109730","11","3256","Are different types of testing, including unit testing, integration testing, and system testing, conducted during the development process?","2","Only System testing","4.00","244","2023-11-28","admin","1805"
"109731","12","3257","Is there a process to track and manage defects found during testing and ensure they are addressed promptly?","2","Efficient","4.00","244","2023-11-28","admin","1806"
"109732","13","3258","Is there a defined process for deploying enterprise applications to production environments?","2","Properly defined","4.00","244","2023-11-28","admin","1807"
"109733","14","3259","Are monitoring and alerting mechanisms in place to proactively identify and address operational issues in the enterprise applications?","2","Efficient","4.00","244","2023-11-28","admin","1808"
"109734","15","3260","Is there a well-defined incident management process to handle and resolve incidents related to the enterprise applications?","2","Efficient","4.00","244","2023-11-28","admin","1809"
"109735","59","835","Is real-time data synchronisation in place to a repository on another independent data store platform, for example in a different datacentre or cloud availability zone or region?","2","Partial Met","3.00","241","2023-11-28","admin","542"
"109736","60","836","Are automated tests with immediate downstream systems in place, validating that successful processing is possible?","2","Fully Met","5.00","241","2023-11-28","admin","543"
"109737","61","837","Do you utilise process orchestration frameworks for up/downstream signalling and verification of successful  processing?","2","Partial Met","3.00","241","2023-11-28","admin","544"
"109738","62","838","Will ingestion automatically recover and reprocess in case of failures?","2","Partial Met","3.00","241","2023-11-28","admin","545"
"109739","1","777","Does the application have DDoS protection from multiple telcos / service providers and local appliance(s)?","2","Fully Met","5.00","241","2023-11-28","admin","530"
"109740","2","778","Do your services have network level protection (firewall) on inbound communication only?","2","Partial Met","3.00","241","2023-11-28","admin","531"
"109741","3","779","Does the application have DDoS protection from both a telco / service provider and local appliance?","2","Partial Met","3.00","241","2023-11-28","admin","532"
"109742","4","780","Are your services and supporting infrastructure capable of absorbing 2x normal capacity?","2","Partial Met","3.00","241","2023-11-28","admin","533"
"109743","5","781","Is your certificate renewal process fully automated?","2","Fully Met","5.00","241","2023-11-28","admin","534"
"109744","6","782","Does the application have DDoS protection either a telco / service provider or from a local appliance?","2","Partial Met","3.00","241","2023-11-28","admin","535"
"109745","7","783","Do your services have device or service level protection both for inbound and outbound communication?","2","Partial Met","3.00","241","2023-11-28","admin","536"
"109746","8","784","Are your services and supporting infrastructure capable of absorbing 10x normal capacity?","2","Partial Met","3.00","241","2023-11-28","admin","537"
"109747","9","785","Is your certificate renewal process automated with manual application (or other manual steps)?","2","Fully Met","5.00","241","2023-11-28","admin","538"
"109748","10","786","Can the services and supporting infrastructure absorb attack traffic by auto-scaling, with no impact to service availability?","2","Partial Met","3.00","241","2023-11-28","admin","539"
"109749","11","787","In addition to multi-level DDoS protection, can supporting infrastructure withstand DDoS load by automatically scaling?","2","Partial Met","3.00","241","2023-11-28","admin","530"
"109750","12","788","Do your services have network level protection (firewall) on inbound and outbound communication?","2","Not Met","1.00","241","2023-11-28","admin","531"
"109751","13","789","Is your certificate renewal process fully automated and the issuing CA / PKI service higly available?","2","Partial Met","3.00","241","2023-11-28","admin","532"
"109752","14","790","Do your services have device or service level protection for inbound and network level protection for outbound communication?","2","Partial Met","3.00","241","2023-11-28","admin","533"
"109753","15","791","Is your certificate renewal process manual with owners alerted before expiration ?","2","Partial Met","3.00","241","2023-11-28","admin","534"
"109754","16","792","Are your services and supporting infrastructure capable of absorbing 5x normal capacity?","2","Partial Met","3.00","241","2023-11-28","admin","535"
"109755","17","793","Does a signed and monitored Contract (SLA) exist with the data owner, describing data quality, timeliness and error procedures?","2","Partial Met","3.00","241","2023-11-28","admin","540"
"109756","18","794","Have your data transformation processes been documented and include source-target mappings to enable analysing data flows?","2","Not Met","1.00","241","2023-11-28","admin","541"
"109757","19","795","Have data ingerity checks been implemented as part of data processing - for example that the number of output records matches source data, and that source and output data are consistent?","2","Partial Met","3.00","241","2023-11-28","admin","542"
"109758","20","796","Does the data store have user activity logging and monitoring capability for any data access of updates performed by users?","2","Partial Met","3.00","241","2023-11-28","admin","543"
"109759","21","797","Are access and views to data controlled by contextual, fine-grained entitlement logic dynamically based on security, location, role etc.?","2","Fully Met","5.00","241","2023-11-28","admin","544"
"109760","22","798","Do you employ regular data quality checks throughout the chain of processing, ensuring it does not become corrupted?","2","Fully Met","5.00","241","2023-11-28","admin","545"
"109761","23","799","Is automated process in place for detecting and rolling back unexpected data deletion?","2","Fully Met","5.00","241","2023-11-28","admin","546"
"109762","24","800","Have exit strategies been explored for data migration scenarios to another platform?","2","Partial Met","3.00","241","2023-11-28","admin","547"
"109763","25","801","Have procedures been implemented to ensure a test plan is in place as part of the software development for data transformation workloads?","2","Partial Met","3.00","241","2023-11-28","admin","548"
"109764","26","802","Are toll-gate checks in place prior to manual data deletion - for example that backups exist and any active processing has completed, only validated deletion code is used etc.?","2","Fully Met","5.00","241","2023-11-28","admin","549"
"109765","27","803","Do automated tests include immediate systems consuming the data, confirming successful downstream processing?","2","Partial Met","3.00","241","2023-11-28","admin","540"
"109766","28","804","Do you utilise process orchestration frameworks for signalling and verification of successful upstream processing?","2","Partial Met","3.00","241","2023-11-28","admin","541"
"109767","29","805","Will the ingestion process automatically recover and re-run in case of failures?","2","Partial Met","3.00","241","2023-11-28","admin","542"
"109768","30","806","Is regular data synchronisation to a repository on another vendor platform in place?","2","Partial Met","3.00","241","2023-11-28","admin","543"
"109769","31","807","Are automatic event notifications in place for when source system data is unavailable, enabling action to be taken?","2","Partial Met","3.00","241","2023-11-28","admin","544"
"109770","32","808","Do you have basic, automated source data consistency checks in place covering field completeness, format etc?","2","Fully Met","5.00","241","2023-11-28","admin","545"
"109771","33","809","Is real-time data synchronisation to a repository on another vendor platform in place?","2","Fully Met","5.00","241","2023-11-28","admin","546"
"109772","34","810","Is ingestion process continuously monitored for failures?","2","Partial Met","3.00","241","2023-11-28","admin","547"
"109773","35","811","Does your application deliver structured data lineage information, mapped to HSBC Business Information Model (HBIM)?","2","Partial Met","3.00","241","2023-11-28","admin","548"
"109774","36","812","Do data processing routines implement  internal data integrity checks to identify corrupted data, before processing?","2","Fully Met","5.00","241","2023-11-28","admin","549"
"109775","37","813","Are data objects versioned and is it possible to roll back to previous version(s)?","2","Partial Met","3.00","241","2023-11-28","admin","540"
"109776","38","814","Do you perform continuous integration tests to ensure data processing capability, as part of software development?","2","Partial Met","3.00","241","2023-11-28","admin","541"
"109777","39","815","Have auto-healing routines such as creation of missing reference data been implemented?","2","Partial Met","3.00","241","2023-11-28","admin","542"
"109778","40","816","Is the ability to restore backup data regularly tested, on an alternative platform?","2","Partial Met","3.00","241","2023-11-28","admin","543"
"109779","41","817","Have your data processing routines been documented and include source-target mappings to enable analysing data flows?","2","Partial Met","3.00","241","2023-11-28","admin","544"
"109780","42","818","Are access rights to data being regularly reviewed?","2","Partial Met","3.00","241","2023-11-28","admin","545"
"109781","43","819","Is any regular data synchronisation in place to a repository on another independent data store platform, for example in a different datacentre or cloud availability zone or region?Please select this also in case you have selected the real-time synchronisation option at Gold.","2","Partial Met","3.00","241","2023-11-28","admin","546"
"109782","44","820","Have procedures been implemented to ensure a test plan is in place as part of the software development for data processing workloads?","2","Fully Met","5.00","241","2023-11-28","admin","547"
"109783","45","821","Is source data validated and quality checked, to ensure that data is present, compliant and in the right format?","2","Fully Met","5.00","241","2023-11-28","admin","548"
"109784","46","822","Is automated orchestration in place allowing a set of processes to re-run automatically from a point in time, for example after a failure, interruption or other error condition.","2","Partial Met","3.00","241","2023-11-28","admin","549"
"109785","47","823","Does a signed and monitored Contract (SLA) exist between the data owner and consumer, describing quality, timeliness and error procedures?","2","Partial Met","3.00","241","2023-11-28","admin","540"
"109786","48","824","Is a fully automated procedure in place to reprocess/resend the data, in case of an incompatibility, process failure or any other error condition?","2","Partial Met","3.00","241","2023-11-28","admin","541"
"109787","49","825","Are documented, step-by-step support procedures for data maintenance available for support teams?","2","Fully Met","5.00","241","2023-11-28","admin","542"
"109788","50","826","Do you perform continuous integration tests to validate successful data processing capability, as part of development?","2","Partial Met","3.00","241","2023-11-28","admin","543"
"109789","51","827","Are toll-gate checks in place prior to manual data deletion - for example that backups exist and any active processing has completed, that only validated deletion code is used, etc.?","2","Fully Met","5.00","241","2023-11-28","admin","544"
"109790","52","828","Are automatic event notifications in place for when source system data is unavailable based on monitoring, enabling action to be taken?","2","Fully Met","5.00","241","2023-11-28","admin","545"
"109791","53","829","Is ingestion process continuously monitored for failures?","2","Partial Met","3.00","241","2023-11-28","admin","546"
"109792","54","830","Is it possible to track, log and monitor user activity around data access or data updates?","2","Partial Met","3.00","241","2023-11-28","admin","547"
"109793","55","831","Do data processing routines implement basic internal data consistency checks covering field completeness, format etc.?","2","Partial Met","3.00","241","2023-11-28","admin","548"
"109794","56","832","Is any procedure in place to reprocess/resend the data, in case of an incompatibility, process failure or any other error condition? Please select this also in case you have selected the fully automated procedure option at Platinum.","2","Fully Met","5.00","241","2023-11-28","admin","549"
"109795","57","833","Do data processing routines implement consistency source data integrity checks, before processing?","2","Fully Met","5.00","241","2023-11-28","admin","540"
"109796","58","834","Is the ability to restore backup data regularly tested on another independent data store platform, for example in a different datacentre or cloud availability zone or region?","2","Partial Met","3.00","241","2023-11-28","admin","541"
"109797","63","839","Is code build pipeline-driven and automated, with manual code reviews and scanning?","2","Fully Met","5.00","241","2023-11-28","admin","550"
"109798","64","840","Have performance and capacity tests been used to determine production sizing?","2","Partial Met","3.00","241","2023-11-28","admin","551"
"109799","65","841","Does the application follow API and microservices based, stateless design and adhere to HSBC's AIMS-FAST principles, standards and patterns?","2","Fully Met","5.00","241","2023-11-28","admin","552"
"109800","66","842","Do you use zero downtime deployment strategy such as Blue/Green releases, supporting gradual cut-over and immediate rollback?","2","Fully Met","5.00","241","2023-11-28","admin","553"
"109801","67","843","Is automatic retry pattern used for failed transactions?","2","Partial Met","3.00","241","2023-11-28","admin","554"
"109802","68","844","Do you use retry and fallback patterns to handle transient failures in connecting to services and resources?","2","Partial Met","3.00","241","2023-11-28","admin","555"
"109803","69","845","Are automated CI/CD/CT pipelines populating release dashboards for QA and production releases with pre-agreed metrics?","2","Partial Met","3.00","241","2023-11-28","admin","556"
"109804","70","846","Is the entire application stack implemented using declarative IaC tooling and can be repeatably and consistently (re)deployed?","2","Partial Met","3.00","241","2023-11-28","admin","557"
"109805","71","847","Do you use pre-defined breakpoints in transaction processing to allow resuming failed transactions without impacting data?","2","Partial Met","3.00","241","2023-11-28","admin","558"
"109806","72","848","Are nonfunctional or performance testing environments sized to production capacity?","2","Fully Met","5.00","241","2023-11-28","admin","559"
"109807","73","849","Do your CI/CD/CT pipelines have a defined gating criteria including tests and approvals?","2","Fully Met","5.00","241","2023-11-28","admin","550"
"109808","74","850","Is code review and automated scanning in place (binary or code level)?","2","Partial Met","3.00","241","2023-11-28","admin","551"
"109809","75","851","Has code deployment been automated end-to-end (one-click deployments)?","2","Partial Met","3.00","241","2023-11-28","admin","552"
"109810","76","852","Are timeouts being used to limit the duration of remote service calls vs waiting indefinitely?","2","Fully Met","5.00","241","2023-11-28","admin","553"
"109811","77","853","Is automated code review in place, covering coding standards, vulnerabilities, etc.?","2","Partial Met","3.00","241","2023-11-28","admin","554"
"109812","78","854","Are performance and load tests being performed to understand the maximum request rate/throughput?","2","Partial Met","3.00","241","2023-11-28","admin","555"
"109813","79","855","Have tests in the SDLC been automated (unit, integration, functional, penetration, performance etc.) and are they regularly performed?","2","Partial Met","3.00","241","2023-11-28","admin","556"
"109814","80","856","Do you use bulkhead pattern for isolating application components, allowing execution to continue when a single component fails?","2","Fully Met","5.00","241","2023-11-28","admin","557"
"109815","81","857","Do you use the circuit breaker pattern to handle faults related to unavailable remote system/service?","2","Partial Met","3.00","241","2023-11-28","admin","558"
"109816","82","858","Has automated testing with rollback on failure been implemented, as part of the automated CI/CD/CT pipeline?","2","Partial Met","3.00","241","2023-11-28","admin","559"
"109817","83","859","Is it possible to release new code into production on-demand at any time, without disrupting existing workloads and transactions?","2","Partial Met","3.00","241","2023-11-28","admin","550"
"109818","84","860","Do all components of the application adhere to Application Architecture Principles and use Application Architecture approved Patterns, including asynchronous communication and BIAN service componentisation?","2","Fully Met","5.00","241","2023-11-28","admin","551"
"109819","85","861","Is the application fully broken down into components that separate all BIAN service domains from one another?","2","Fully Met","5.00","241","2023-11-28","admin","552"
"109820","86","862","Are Performance Tests run continually as part of automated CI/CD/CT pipelines?","2","Partial Met","3.00","241","2023-11-28","admin","553"
"109821","87","863","Is Chaos Testing employed in Production Environments to simulate and identify failures?","2","Partial Met","3.00","241","2023-11-28","admin","554"
"109822","88","864","Is there a Test Environment for this IT Service that is aliugned with production software and infrastructure configurations?","2","Partial Met","3.00","241","2023-11-28","admin","555"
"109823","89","865","Is the application constructed of components that segregate BIAN service domains from one another?","2","Partial Met","3.00","241","2023-11-28","admin","556"
"109824","90","866","Is performance testing completed to identify both performance baselines and limits where performance begins to degrade?","2","Fully Met","5.00","241","2023-11-28","admin","557"
"109825","91","867","Is there a Test Environment for this IT Service that is of identical size to production, and is aligned with production software and infrastructure configurations?","2","Fully Met","5.00","241","2023-11-28","admin","558"
"109826","92","868","Do all components of the application communicate in an asynchronous way, such that independent component failure does not cause failure of dependent processes (e.g a microservices or EDA architecture)","2","Partial Met","3.00","241","2023-11-28","admin","559"
"109827","93","869","Are performance tests completed throughout development?","2","Fully Met","5.00","241","2023-11-28","admin","550"
"109828","94","870","Is performance testing completed to identify performance baselines?","2","Partial Met","3.00","241","2023-11-28","admin","551"
"109829","95","871","Is automated testing completed in Production Environments as part of a CI/CD/CT pipeline?","2","Partial Met","3.00","241","2023-11-28","admin","552"
"109830","96","872","Is the primary site implementation running Hot/Hot across separate infrastructure platforms?","2","Not Met","1.00","241","2023-11-28","admin","560"
"109831","97","873","Is the failover process within the primary site being regularly tested?","2","Partial Met","3.00","241","2023-11-28","admin","561"
"109832","98","874","Is the DR failover process automated, causing a brief outage or interruption during cut-over?","2","Partial Met","3.00","241","2023-11-28","admin","562"
"109833","99","875","Is the platform being regularly tested to ascertain availability after component failure and/or failover?","2","Partial Met","3.00","241","2023-11-28","admin","563"
"109834","100","876","Will the platform remain available in the face of multiple infrastructure or hardware component failures?","2","Partial Met","3.00","241","2023-11-28","admin","564"
"109835","101","877","Is the DR failover process manual, requiring up to multiple hours of downtime?","2","Partial Met","3.00","241","2023-11-28","admin","565"
"109836","102","878","Is the internal failover configuration of redundant components manual?","2","Partial Met","3.00","241","2023-11-28","admin","566"
"109837","103","879","Is the implementation running Hot/Hot across multiple sites on the same infra platform?","2","Partial Met","3.00","241","2023-11-28","admin","567"
"109838","104","880","Is the primary site implementation running Hot/Hot across separate infrastructure?","2","Partial Met","3.00","241","2023-11-28","admin","568"
"109839","105","881","Can the primary site implementation automatically fail over to a different set of local infrastructure?","2","Fully Met","5.00","241","2023-11-28","admin","569"
"109840","106","882","Is the DR failover process being regularly tested?","2","Partial Met","3.00","241","2023-11-28","admin","560"
"109841","107","883","Is the internal failover configuration of redundant components automatic?","2","Partial Met","3.00","241","2023-11-28","admin","561"
"109842","108","884","Is the implementation running Hot/Hot across multiple different infra platforms or vendors (cloud, on-prem.)?","2","Partial Met","3.00","241","2023-11-28","admin","562"
"109843","109","885","Is the failover process within the primary site a manual process?","2","Partial Met","3.00","241","2023-11-28","admin","563"
"109844","110","886","Does the platform utilise multiple redundant components in Hot/Hot fashion, to maintain availability?","2","Partial Met","3.00","241","2023-11-28","admin","564"
"109845","111","887","Is the application or service hosted in a Group Data Centre (Tier 0)","2","Partial Met","3.00","241","2023-11-28","admin","565"
"109846","112","888","Is the application or service provided in a Highly Restricted Country and hosted on RDC, CDC, LDC, SaaS and non strategic CSP location?","2","Partial Met","3.00","241","2023-11-28","admin","570"
"109847","113","889","Is the application or service hosted in a Group Data Centre (Tier 0)?","2","Partial Met","3.00","241","2023-11-28","admin","571"
"109848","114","890","Is the application or service hosted in a Critical Data Centre (Tier 1)?","2","Fully Met","5.00","241","2023-11-28","admin","572"
"109849","115","891","Is the application or service hosted in a Local Data Centre (Tier 2)?","2","Partial Met","3.00","241","2023-11-28","admin","573"
"109850","116","892","Is the application or service hosted on Strategic Cloud Service Provider platform?","2","Fully Met","5.00","241","2023-11-28","admin","574"
"109851","117","893","Is the application or service hosted in a Regional Data Centre (Tier 0)?","2","Partial Met","3.00","241","2023-11-28","admin","575"
"109852","118","894","Is the application or service hosted on IKP or ICP service platform in Group Data Centre (Tier 0)?","2","Partial Met","3.00","241","2023-11-28","admin","576"
"109853","119","895","Is your DR solution implemented as Live / Live, with an active DR service instance?","2","Fully Met","5.00","241","2023-11-28","admin","577"
"109854","120","896","Is service level capacity planning process in place covering all components?","2","Partial Met","3.00","241","2023-11-28","admin","578"
"109855","121","897","Are daily backups taking place?","2","Partial Met","3.00","241","2023-11-28","admin","579"
"109856","122","898","Have predictive capacity monitoring and proactive response triggers been implemented?","2","Partial Met","3.00","241","2023-11-28","admin","580"
"109857","123","899","Is your service or application deployed locally following the following Live / Live availability pattern?","2","Fully Met","5.00","241","2023-11-28","admin","581"
"109858","124","900","Do your backups support fast partial restore or reverting to a snapshot?","2","Partial Met","3.00","241","2023-11-28","admin","582"
"109859","125","901","Is the failover to a local standby instance fully automated or can the whole environment be redeployed automatically?","2","Fully Met","5.00","241","2023-11-28","admin","583"
"109860","126","902","Is capacity planning in place for some or key components of the service?","2","Fully Met","5.00","241","2023-11-28","admin","584"
"109861","127","903","Are your workloads dynamically portable across different sites?","2","Partial Met","3.00","241","2023-11-28","admin","585"
"109862","128","904","Is your DR process a manual workflow comprising of scripted or manual actions?","2","Fully Met","5.00","241","2023-11-28","admin","586"
"109863","129","905","Are backups regularly tested to validate recoverability?","2","Not Met","1.00","241","2023-11-28","admin","577"
"109864","130","906","Does your service have a local cold-standby instance?","2","Partial Met","3.00","241","2023-11-28","admin","578"
"109865","131","907","Is your DR solution and process an automated workflow, with optional manual inputs to control execution stages?","2","Fully Met","5.00","241","2023-11-28","admin","579"
"109866","132","908","Can environments and service components be automatically scaled in response to increased load?","2","Fully Met","5.00","241","2023-11-28","admin","580"
"109867","133","909","Are your workloads dynamically portable across independent local infrastructure?","2","Partial Met","3.00","241","2023-11-28","admin","581"
"109868","134","910","Do your backups support point-in-time recovery?","2","Partial Met","3.00","241","2023-11-28","admin","582"
"109869","135","911","Are daily backups taking place, and do they have alerting in place for backup failures?","2","Not Met","1.00","241","2023-11-28","admin","583"
"109870","136","912","Are complete backups regularly tested to validate recoverability against RPO and RTO?","2","Fully Met","5.00","241","2023-11-28","admin","584"
"109871","137","913","Is there a documented Data Retention/Life Cycle/Archival Strategy for this IT Service that is aligned with Backup and Recovery plans?","2","Partial Met","3.00","241","2023-11-28","admin","585"
"109872","138","914","Can technical components be automatically discovered and linked to an IT service?","2","Not Applicable","0.00","241","2023-11-28","admin","587"
"109873","139","915","Can the application stack be automatically started and stopped in the correct component sequence, without manual intervention?","2","Fully Met","5.00","241","2023-11-28","admin","588"
"109874","140","916","Is automated testing and gating in place as part of the release process and pipeline?","2","Fully Met","5.00","241","2023-11-28","admin","589"
"109875","141","917","Are proactive problem management practices in place including lessonas learnt from major incident reviews?","2","Fully Met","5.00","241","2023-11-28","admin","590"
"109876","142","918","Have resiliency and availability objectives been set and documented in SLAs/SLOs?","2","Fully Met","5.00","241","2023-11-28","admin","591"
"109877","143","919","Have resiliency and availability objectives been set, documented and communicated?","2","Not Applicable","0.00","241","2023-11-28","admin","592"
"109878","144","920","Is the lineage and dependencies from business services, to business processes, to underlying IT services mapped?","2","Partial Met","2.00","241","2023-11-28","admin","593"
"109879","145","921","Is capacity planning being performed at all in-scope technology layers?","2","Partial Met","2.00","241","2023-11-28","admin","594"
"109880","146","922","Are regular local and DR failover tests being performed for all service components?","2","Partial Met","3.00","241","2023-11-28","admin","595"
"109881","147","923","Is proactive monitoring in place to enable warning notifications and action before failures occur?","2","Not Applicable","0.00","241","2023-11-28","admin","596"
"109882","148","924","Are architects included in incident reviews?","2","Not Applicable","0.00","241","2023-11-28","admin","587"
"109883","149","925","Can capacity be automatically increased or auto-scaled, based on telemetry feedback?","2","Not Applicable","0.00","241","2023-11-28","admin","588"
"109884","150","926","Is source code being stored and managed in version and access-controlled repositories?","2","Not Applicable","0.00","241","2023-11-28","admin","589"
"109885","151","927","Can all service components be automatically (re)deployed, without operator intervention?","2","Not Applicable","0.00","241","2023-11-28","admin","590"
"109886","152","928","Are error budgets (relating to SLA thresholds) utilised to inform release prioritisation?","2","Fully Met","5.00","241","2023-11-28","admin","591"
"109887","153","929","Do you hold a register of risks to availability/resilience for this IT Service?","2","Partial Met","3.00","241","2023-11-28","admin","592"
"109888","154","930","Do the workloads emit sufficient telemetry data to monitor business level performance indicators like user experience, and is such monitoring performed?","2","Not Met","1.00","241","2023-11-28","admin","597"
"109889","155","931","Is automatic notification and escalation process in place for service impacting events?","2","Partial Met","3.00","241","2023-11-28","admin","598"
"109890","156","932","Is logging being performed to capture the state and events of the infrastructure underpinning the application?","2","Partial Met","3.00","241","2023-11-28","admin","599"
"109891","157","933","Have automated recovery processes been implemented based on feedback from monitoring and telemetry data?","2","Partial Met","3.00","241","2023-11-28","admin","600"
"109892","158","934","Has service level situational awareness been established in  monitoring to understand 'normal' and peak loads that individual components can handle?","2","Partial Met","3.00","241","2023-11-28","admin","601"
"109893","159","935","Is logging being performed to capture the state and events of the application?","2","Fully Met","5.00","241","2023-11-28","admin","602"
"109894","160","936","Is centralised collection and processing of telemetry data in place, supporting service and incident management, visualisation, reporting etc.?","2","Partial Met","3.00","241","2023-11-28","admin","603"
"109895","161","937","Has heartbeat checking been implemented to detect failures of critical components?","2","Partial Met","3.00","241","2023-11-28","admin","604"
"109896","162","938","Has synthetic monitoring and probing been implemented to gain additional telemetry?","2","Partial Met","3.00","241","2023-11-28","admin","605"
